5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6877,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.911,1,44100,16
3.4366,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.7907,1,44100,16
5.0039,1,44100,16
4.702,1,44100,16
5.0039,1,44100,16
1.2074,1,44100,16
2.8677,1,44100,16
5.0039,1,44100,16
3.0302,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6645,1,44100,16
4.882,1,44100,16
5.0039,1,44100,16
2.5948,1,44100,16
5.0039,1,44100,16
4.3073,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.5875,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.483,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7458,1,44100,16
5.0039,1,44100,16
2.9373,1,44100,16
1.5732,1,44100,16
2.3626,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5078,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.3584,1,44100,16
5.0039,1,44100,16
3.0418,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.3859,1,44100,16
5.0039,1,44100,16
2.8909,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.351,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.7009,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
4.911,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9896,1,44100,16
3.6804,1,44100,16
2.9199,1,44100,16
2.6819,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.0259,1,44100,16
5.0039,1,44100,16
4.2667,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.2202,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.0693,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7574,1,44100,16
5.0039,1,44100,16
3.5991,1,44100,16
2.8619,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.3088,1,44100,16
1.5151,1,44100,16
5.0039,1,44100,16
3.9474,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5774,1,44100,16
4.6034,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
2.5368,1,44100,16
5.0039,1,44100,16
2.502,1,44100,16
1.0913,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.9996,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5426,1,44100,16
2.5658,1,44100,16
5.0039,1,44100,16
2.531,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8386,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.827,1,44100,16
5.0039,1,44100,16
4.4292,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.303,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5252,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.0159,1,44100,16
5.0039,1,44100,16
3.8951,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.4756,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.8704,1,44100,16
1.6196,1,44100,16
5.0039,1,44100,16
2.9083,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7167,1,44100,16
5.0039,1,44100,16
2.5716,1,44100,16
2.56,1,44100,16
5.0039,1,44100,16
2.618,1,44100,16
2.5832,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7283,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.4396,1,44100,16
5.0039,1,44100,16
2.531,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.1304,1,44100,16
2.7864,1,44100,16
2.8561,1,44100,16
4.1796,1,44100,16
4.9459,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8967,1,44100,16
5.0039,1,44100,16
2.5252,1,44100,16
5.0039,1,44100,16
3.0941,1,44100,16
5.0039,1,44100,16
1.0333,1,44100,16
1.5557,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9257,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9373,1,44100,16
2.5542,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.8023,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.8239,1,44100,16
1.5732,1,44100,16
2.2523,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.3886,1,44100,16
4.0461,1,44100,16
5.0039,1,44100,16
2.3626,1,44100,16
4.0287,1,44100,16
5.0039,1,44100,16
2.6529,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7225,1,44100,16
2.5774,1,44100,16
2.5368,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.036,1,44100,16
5.0039,1,44100,16
1.0855,1,44100,16
5.0039,1,44100,16
3.5585,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5716,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.769,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.3351,1,44100,16
5.0039,1,44100,16
1.904,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.1289,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.4961,1,44100,16
2.5252,1,44100,16
4.9691,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.798,1,44100,16
4.4524,1,44100,16
4.3015,1,44100,16
5.0039,1,44100,16
2.9373,1,44100,16
5.0039,1,44100,16
3.8777,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.0941,1,44100,16
5.0039,1,44100,16
3.8719,1,44100,16
5.0039,1,44100,16
2.5484,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5484,1,44100,16
2.6993,1,44100,16
5.0039,1,44100,16
3.9938,1,44100,16
1.6196,1,44100,16
3.4133,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7109,1,44100,16
3.1695,1,44100,16
5.0039,1,44100,16
3.3843,1,44100,16
2.5484,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.3421,1,44100,16
2.1711,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.6571,1,44100,16
2.8677,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5948,1,44100,16
2.5426,1,44100,16
3.0012,1,44100,16
2.4961,1,44100,16
2.5774,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.9459,1,44100,16
3.3437,1,44100,16
2.6355,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5484,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.618,1,44100,16
1.7241,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.0012,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.0434,1,44100,16
5.0039,1,44100,16
2.6006,1,44100,16
5.0039,1,44100,16
2.5484,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.7775,1,44100,16
3.9126,1,44100,16
2.5832,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5832,1,44100,16
2.6064,1,44100,16
5.0039,1,44100,16
2.502,1,44100,16
4.9284,1,44100,16
5.0039,1,44100,16
4.2783,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.9331,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6761,1,44100,16
2.8793,1,44100,16
4.6846,1,44100,16
4.7949,1,44100,16
2.5716,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.0012,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.7879,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.2307,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.9284,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.9969,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5774,1,44100,16
2.5194,1,44100,16
2.5774,1,44100,16
5.0039,1,44100,16
3.5062,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.7051,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.245,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.8139,1,44100,16
2.1885,1,44100,16
3.4946,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.901,1,44100,16
5.0039,1,44100,16
3.303,1,44100,16
5.0039,1,44100,16
4.2899,1,44100,16
5.0039,1,44100,16
3.8139,1,44100,16
2.5136,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5194,1,44100,16
5.0039,1,44100,16
4.0983,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.1405,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.8487,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.9098,1,44100,16
3.8487,1,44100,16
5.0039,1,44100,16
1.2074,1,44100,16
2.8967,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5426,1,44100,16
5.0039,1,44100,16
4.9575,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6471,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5194,1,44100,16
4.9342,1,44100,16
4.4234,1,44100,16
1.0913,1,44100,16
2.5252,1,44100,16
5.0039,1,44100,16
2.5658,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.8065,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5774,1,44100,16
2.7922,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8212,1,44100,16
2.7922,1,44100,16
1.0449,1,44100,16
2.5484,1,44100,16
2.9547,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.0201,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.9938,1,44100,16
2.5774,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.531,1,44100,16
5.0039,1,44100,16
1.4919,1,44100,16
5.0039,1,44100,16
2.8038,1,44100,16
5.0039,1,44100,16
1.2016,1,44100,16
2.8735,1,44100,16
3.1637,1,44100,16
5.0039,1,44100,16
1.5383,1,44100,16
5.0039,1,44100,16
4.3479,1,44100,16
2.5194,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9663,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.2798,1,44100,16
4.0693,1,44100,16
3.4249,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5542,1,44100,16
3.3088,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5948,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.769,1,44100,16
5.0039,1,44100,16
1.5383,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.56,1,44100,16
4.8007,1,44100,16
1.3874,1,44100,16
2.6355,1,44100,16
3.1521,1,44100,16
2.56,1,44100,16
4.0403,1,44100,16
2.5658,1,44100,16
2.5368,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.6587,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.8619,1,44100,16
4.4408,1,44100,16
4.0345,1,44100,16
2.9373,1,44100,16
4.7485,1,44100,16
3.8487,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5136,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.9605,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.2481,1,44100,16
2.5194,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.1378,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.7907,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
1.3874,1,44100,16
3.1173,1,44100,16
2.5542,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.589,1,44100,16
4.377,1,44100,16
5.0039,1,44100,16
2.6122,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
4.1041,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
2.5252,1,44100,16
2.6587,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
3.1231,1,44100,16
4.2376,1,44100,16
5.0039,1,44100,16
5.0039,1,44100,16
